f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,target
42.71,19.066141,3,3.0478837,371.9772273,10.26176308,612.2632196,405.8371422,Batch2,32.67183507,0.748343886,57.21107192,11572.841
40.787415,17.742334,3,3.1662383,378.3871429,11.00658025,578.7197183,352.6661354,Batch4,11.2929147,0.679950445,49.61809705,11565.081
35.918736,17.27455,3,3.0006142,384.0405086,10.18989613,574.6929231,409.5353725,Batch1,35.75512186,0.828522137,45.5626738,11472.629
34.54707,17.697659,3,2.657519,398.861859,8.952028706,560.7962901,445.7389399,Batch1,23.56347243,0.967958902,56.500821,11456.211
42.495564,18.56064,3,3.021099,381.7457781,10.3805108,597.7314478,434.9807348,Batch4,24.05216132,0.674074674,54.76892907,11567.512
64.257965,22.137209,3,2.860085,382.5755039,8.606017877,594.2916455,427.0997353,Batch1,24.69991881,0.677869757,52.46087604,11564.854
36.80221,13.779312,3,3.1327684,379.2555408,10.7830165,578.7094195,365.341112,Batch1,26.92602716,0.869151235,57.97026304,11499.459
34.15297,18.418268,3,2.9021676,360.8122878,9.716559816,564.2921731,422.3510787,Batch1,24.99868399,0.765295466,57.2255962,11466.223
35.739437,17.2417,3,3.135792,379.7348612,10.63068828,594.34047,434.2928216,Batch1,24.33302406,0.71441972,44.53583317,11571.142
36.88992,17.067303,3,2.9653995,380.6023021,11.55125999,623.0564089,412.966097,Batch4,31.54459155,0.906904094,57.57372309,11570.526
36.64277,17.116238,3,3.0261,404.6324211,9.741001044,617.2225705,448.2023905,Batch2,27.8279804,0.945518034,47.48079679,11564.01
32.075512,18.209852,3,2.7433527,378.0763904,11.34900501,628.8635912,380.468876,Batch1,20.20598073,0.795293303,48.63548672,11474.556
36.29533,16.728924,3,3.1061332,383.0154734,10.15328835,560.766615,376.635917,Batch3,28.70336957,0.592551636,59.44664774,11500.12
38.126747,16.861874,3,3.008205,379.6528823,11.90255584,637.3135453,445.6526719,Batch2,27.62053502,0.733142945,55.19748657,11582.337
37.07397,16.664694,3,3.053438,368.3132196,10.20787791,587.3129802,418.7938067,Batch3,22.27363137,0.752185331,46.42971909,11581.757
36.090828,16.925558,3,3.0359702,391.4282281,9.827605612,639.2318237,350.1591943,Batch3,28.96069213,0.716103679,52.95851779,11569.223
50.453144,19.859743,3,2.887435,387.5193303,11.04979076,580.2095568,388.8444549,Batch1,24.21213699,0.631215939,50.78648673,11584.483
35.848877,18.124836,3,3.0014977,387.9103195,10.15136822,597.722911,444.3641584,Batch4,23.89163264,0.736160904,42.33206474,11470.035
148.8106,25.868704,3,2.789735,370.9061255,9.826840389,588.3142141,353.0051463,Batch3,23.75543441,0.723273076,57.75504676,11491.103
69.16051,37.145203,3,2.932721,394.0279431,10.11772812,588.4608572,350.3572721,Batch3,12.85940972,0.604746762,56.43762967,11491.322
72.47108,35.958492,3,2.9007535,365.9814894,10.46431477,627.3825679,380.938522,Batch3,22.36650334,0.951715326,55.55420714,11493.067
53.50664,21.217035,3,2.9095798,385.8685709,11.5737441,619.7135152,450.5400041,Batch1,28.56586621,0.942670475,51.18306775,11572.274
34.872787,17.276268,3,2.8741806,401.9045563,8.952729804,639.3721148,449.162534,Batch1,24.88794379,0.879808214,44.41674881,11567.959
57.68378,21.073225,3,3.179616,370.0946367,10.51846453,609.0811746,407.063814,Batch4,18.57406785,0.700473289,57.67792059,11570.628
42.858925,18.335354,3,3.113746,374.3370227,10.99992288,597.0605284,410.8560558,Batch1,29.82315628,0.685170954,47.05931287,11552.968
36.168343,17.305347,3,2.9378676,380.9965137,10.65475886,567.205909,386.5208812,Batch2,23.5069992,0.858232689,40.40236236,11564.839
34.489304,16.864292,3,2.988987,374.9652435,11.54789214,639.7249136,376.8110328,Batch4,18.89212255,0.804059618,59.63548355,11540.458
66.70673,34.952557,3,2.8814945,364.4933657,10.44052374,604.1224522,439.674404,Batch1,36.03006231,0.800299162,57.22314207,11485.414
48.226833,20.626093,3,2.7284214,380.6856297,10.35235885,616.0381976,361.6924347,Batch1,19.73413703,0.562055764,52.45360711,11464.422
33.797382,18.214727,3,2.8826725,369.3769629,10.97386364,592.539391,403.6089808,Batch3,29.39745756,0.80914189,40.24814279,11472.694
43.74525,18.3088,3,3.1798584,384.7359243,10.57945105,603.8172567,419.7836985,Batch1,21.1534295,0.950931506,44.55432114,11565.195
35.6712,16.903831,3,3.01175,370.8057577,10.18767301,635.4062186,361.4048319,Batch3,25.67913417,0.542908235,49.04099776,11509.753
39.27156,17.766335,3,3.1037617,395.4993441,10.91291523,573.313555,407.1567805,Batch1,20.48909518,0.66958565,52.56169846,11556.064
38.263638,17.284851,3,3.0911567,372.1674671,9.977977365,583.3898067,413.5273417,Batch1,18.80347909,0.754507146,54.16309033,11547.599
41.72247,18.461994,3,3.0773456,376.7793848,10.01105828,572.1647782,431.6745667,Batch1,27.61101272,0.843004747,55.76545396,11565.349
36.108204,16.715668,3,3.0991657,388.1351722,10.07760478,623.3772723,375.8319654,Batch1,27.02645273,0.544817465,51.11321851,11558.238
37.392586,17.41727,3,3.1050847,367.6913568,11.58245533,564.9636208,382.2660254,Batch1,30.72324722,0.936403097,53.12366856,11570.529
36.546165,14.709283,3,3.0107026,382.2745993,7.923186915,566.530532,412.6473261,Batch4,24.82809035,0.52027281,56.22485396,11510.441
36.994537,17.12817,3,2.9819605,393.0714275,10.81647907,583.879529,458.1439051,Batch1,36.10175897,0.928844833,54.39682621,11572.193
97.01398,11.106605,3,2.9496994,363.9251677,10.52741745,601.1350545,373.9242501,Batch1,26.34173334,0.513825878,59.09624664,11476.402
44.38202,18.17017,3,3.1285064,381.8463386,9.155303633,592.501984,458.449421,Batch3,27.83387341,0.576761652,57.49291801,11559.0625
33.600903,18.269917,3,2.8693979,382.5988279,10.74778142,563.5853049,428.5776786,Batch2,18.20785377,0.900161914,43.38722556,11468.03
73.237206,36.940624,3,2.8947766,387.8182287,10.88060159,636.5993246,440.8690277,Batch2,21.92957842,0.930082219,58.94838253,11501.398
35.4518,16.270287,3,2.891283,367.6304929,10.97171139,636.2295616,359.8605395,Batch4,27.5983985,0.991132915,44.08351985,11588.978
31.716438,18.089874,3,2.8665724,366.7954339,8.37853755,582.3485059,383.0462206,Batch1,24.57886119,0.557857414,59.82527571,11466.847
37.335236,17.0233,3,2.9919462,385.2194157,11.59311153,618.5220492,356.3509908,Batch2,25.93841568,0.763225558,54.02659084,11577.712
59.196648,20.912334,3,3.1075563,382.9698467,9.909810636,606.2860329,390.8701695,Batch3,20.91753122,0.538577913,52.55063105,11569.819
34.18522,18.015875,3,2.9453044,382.5049285,11.0492542,578.9981356,457.9418626,Batch3,25.60973487,0.578203813,46.48645553,11468.073
65.65686,26.767565,3,3.0960226,383.4644821,11.09285902,580.9737241,361.5800368,Batch4,25.59272946,0.587246929,42.6621505,11554.68
58.591835,21.034203,3,3.2137601,373.1997528,9.798642332,599.2922539,411.8610061,Batch3,19.0978249,0.531694126,42.52346033,11563.316
37.77002,17.86928,3,3.0701187,382.322537,11.02836796,593.5389553,350.6677685,Batch2,28.21274922,0.946489903,57.33150385,11501.56
39.43923,17.255909,3,3.1605377,382.9307247,10.19160541,583.2983463,428.3951098,Batch2,16.49967527,0.563177759,48.64883692,11579.173
35.85337,16.801687,3,2.8956115,372.8564858,8.842898257,624.6009277,371.6911962,Batch2,25.9211904,0.814670422,51.19703714,11575.144
73.244644,22.32129,3,2.8453488,398.6577451,11.43419354,598.5170334,364.2542991,Batch1,33.82796347,0.812873532,58.63672215,11595.629
73.23406,15.436772,3,2.9431205,384.7383292,9.87996403,612.387845,387.0719593,Batch3,28.40275269,0.599322603,45.1070941,11488.607
38.070095,17.590527,3,3.099593,368.086965,9.81640523,575.14188,434.8148728,Batch3,28.37149623,0.999205631,55.27874971,11569.545
37.201424,17.100618,3,2.9741096,386.5655361,10.17754731,602.680613,361.7274395,Batch1,20.51286663,0.673683887,49.40929524,11582.495
37.446533,16.340427,3,2.920961,370.2531833,10.71778938,585.438084,375.2822895,Batch2,33.84531027,0.952547185,44.25509318,11575.571
38.295437,16.543219,3,2.913925,387.870846,10.45418367,602.1130888,350.9310864,Batch3,31.88359047,0.974142366,57.05943361,11586.479
44.674793,18.147867,3,3.2391279,391.5859558,10.93845354,622.4660667,456.5256349,Batch2,20.78204989,0.974494407,53.59898347,11566.477
35.02349,17.635317,3,2.9208686,371.7931768,9.428408507,621.5130568,415.136016,Batch1,22.62618379,0.876418794,41.89843365,11500.924
58.802383,32.703373,3,2.9443965,389.6337613,9.906090904,588.3376542,429.18896,Batch2,31.27328022,0.626902503,50.83514391,11482.352
150.50859,18.414455,3,2.7520537,384.1278093,10.40720234,615.5421694,421.6521488,Batch4,33.98073689,0.560327676,57.03527704,11492.348
73.73089,35.64335,3,2.8742933,388.2206016,12.01830983,635.303196,365.8801015,Batch1,18.67656982,0.784942489,41.33869616,11497.095
42.413414,16.53325,3,2.9333336,398.9679298,10.40894997,610.0535464,415.4433933,Batch2,19.98144615,0.680019566,48.32549594,11596.239
76.17236,23.619556,3,2.9012494,377.5461188,11.36817781,571.8728099,364.4557155,Batch1,24.28106622,0.915519506,56.10428941,11594.565
34.976223,18.176437,3,2.9435074,372.4626384,10.53084414,614.3766903,394.1360099,Batch3,14.14452985,0.872495026,57.1671456,11497.801
32.929695,17.482521,3,2.8305812,371.1048557,10.11307309,568.3923509,412.585945,Batch4,25.0952258,0.638234148,55.50725553,11475.263
34.93094,16.80977,3,2.9717083,371.8418972,10.30262046,629.7688327,411.4769226,Batch1,30.92871757,0.508507617,46.1141915,11561.285
52.80517,19.807995,3,3.1746547,379.2289829,10.36526423,601.3328397,363.0980769,Batch2,17.80681492,0.618657879,50.13859121,11568.279
37.40895,16.782099,3,3.057064,383.4115197,10.98291659,590.8112589,353.7879567,Batch3,25.63553482,0.783557792,54.82555953,11571.075
34.358517,17.391102,3,2.9291556,382.766908,11.59968901,564.5605276,437.8057745,Batch2,22.09114648,0.539498736,43.05175506,11540.82
39.772987,18.09692,3,3.1401675,388.2718325,10.78774468,590.4626988,429.8514681,Batch2,33.19972974,0.8291363,51.89995527,11516.841
37.710407,15.953811,3,2.9468334,380.1300189,11.44966214,632.2565334,359.0000795,Batch1,22.15104069,0.835848142,54.4074745,11594.462
39.206024,10.55793,3,3.0928042,394.5353408,9.72816821,561.6786397,364.0157071,Batch1,32.59496544,0.584696961,56.99983739,11498.591
35.175358,17.693758,3,2.9171162,377.3534317,10.16829559,597.9718526,448.1842154,Batch2,22.01272465,0.798159117,42.23343448,11497.328
73.81099,35.89514,3,2.83583,407.2016917,9.920557973,634.4926473,434.6041792,Batch1,28.85587903,0.803485714,46.59349389,11493.509
72.094246,33.142147,3,2.8840976,386.2566735,10.75155567,591.58728,459.5776326,Batch2,26.25972809,0.738989073,50.83307898,11497.294
42.82531,19.541428,3,2.6506186,371.4284244,10.21283329,594.254055,377.9386194,Batch1,24.30863667,0.976622904,54.021138,11461.362
64.64651,29.054459,3,3.002979,369.291075,11.08381835,606.2848044,403.6583288,Batch4,21.04735715,0.55408159,54.60072591,11521.177
34.239685,17.733984,3,2.9078755,384.8247242,9.755198631,597.0349867,376.0105534,Batch1,26.61547711,0.703312834,45.06518348,11493.477
49.791927,15.194518,3,2.9314437,377.7653721,10.53442478,573.4881353,418.5080152,Batch2,22.79732369,0.941460386,40.27753224,11483.441
34.805477,17.105206,3,2.9260504,387.1400049,11.04948633,561.4844431,362.6955663,Batch3,21.55116888,0.693157009,53.87633956,11535.216
40.62271,18.321142,3,3.0541198,384.7323762,8.84775778,608.7849326,363.996749,Batch1,32.36361371,0.712319805,58.18252575,11570.502
38.121258,15.985015,3,2.9557667,379.2717109,12.19730505,633.664527,357.9076681,Batch4,27.73765114,0.83413694,55.9503409,11593.689
33.84363,18.623623,3,2.839172,371.5320628,10.27347849,568.5091306,426.294469,Batch4,28.21819476,0.832781775,52.44932206,11463.687
37.2546,17.423378,3,3.048514,364.8515278,8.879968069,576.8762175,404.3479835,Batch4,23.04200741,0.511450979,59.55140881,11568.696
33.806847,18.256466,3,2.938007,375.5348505,10.62647512,589.6183589,417.9504338,Batch4,24.07010826,0.727848713,48.66233556,11468.939
32.157192,18.45315,3,2.8262932,388.5639879,10.52675477,624.6993783,446.7231151,Batch2,23.75711666,0.666755922,50.50099502,11463.908
37.225353,17.648449,3,3.0512815,382.1409374,10.4344845,581.5408253,431.4361333,Batch4,26.68619456,0.813847624,40.24573528,11504.607
63.932076,21.938105,3,2.8835447,367.5426122,11.29295289,630.5643523,400.789521,Batch3,28.20901726,0.777851158,58.91902726,11576.403
33.058865,17.608727,3,2.8958514,381.7318093,11.09795598,564.39663,458.2791587,Batch1,24.84874315,0.825430814,51.6669331,11472.599
30.947044,18.825867,3,2.6101842,383.8531738,10.73830095,635.2765297,400.1881711,Batch4,21.03677503,0.826883693,47.81599968,11456.811
36.71454,16.939018,3,3.0234928,371.1614256,10.86012451,604.8597662,362.3695741,Batch1,28.80285229,0.627435931,40.89128672,11579.507
31.614008,18.467241,3,2.6270235,381.5372511,10.41651324,612.7022143,459.1920222,Batch2,25.16701934,0.623232382,47.24838129,11455.108
35.30704,17.847046,3,2.9896798,380.5820872,11.92039268,589.4151618,352.5102803,Batch1,17.79581811,0.685141198,40.07196203,11503.348
33.62898,16.809307,3,2.840407,368.570297,9.316643185,622.5595428,410.4871915,Batch2,14.32352625,0.62097923,46.48670276,11559.75
